City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
306,Zaranj,AF,30.9667,61.8833,86.88,13,100,30.31,overcast clouds
307,Rio Grande,BR,-32.035,-52.0986,40.95,63,4,20.36,clear sky
308,Bollnas,SE,61.3482,16.3946,58.39,87,84,1.14,broken clouds
309,Veraval,IN,20.9,70.3667,81.93,85,100,20.98,overcast clouds
310,Colgong,IN,25.2667,87.2167,81.64,88,100,0.85,overcast clouds
311,Nishihara,JP,26.1842,127.7558,87.46,78,40,13.8,scattered clouds
312,Bitung,ID,1.4451,125.1824,92.25,71,9,15.93,clear sky
313,Oussouye,SN,12.485,-16.5469,79.32,79,100,7.31,overcast clouds
314,Batagay-Alyta,RU,67.8006,130.4114,52.43,50,32,15.7,scattered clouds
315,Velke Hamry,CZ,50.7137,15.3154,68.43,93,100,2.59,light rain
316,Jiayuguan,CN,39.8167,98.3,82.11,17,65,4.81,broken clouds
317,Maunabo,PR,18.0072,-65.8993,82.24,87,57,10.96,broken clouds
318,Schela,RO,45.5,27.8167,70.61,53,0,7.11,clear sky
319,Bathsheba,BB,13.2167,-59.5167,81.21,78,20,16.11,few clouds
320,Ahome,MX,25.9167,-109.1833,93.15,63,7,4.0,clear sky
321,La Asuncion,VE,11.0333,-63.8628,80.33,83,24,9.22,few clouds
322,Broken Hill,AU,-31.95,141.4333,62.31,59,0,20.71,clear sky
323,Grindavik,IS,63.8424,-22.4338,51.57,87,0,16.11,clear sky
324,Ancud,CL,-41.8697,-73.8203,42.33,86,70,3.29,broken clouds
325,Sarangani,PH,5.4033,125.4636,84.15,73,58,6.58,broken clouds
326,Tsagan Aman,RU,47.5639,46.7218,71.15,49,100,4.16,overcast clouds
327,Hofn,IS,64.2539,-15.2082,53.62,85,100,5.88,overcast clouds
328,Bengkulu,ID,-3.8004,102.2655,80.24,67,68,3.56,broken clouds
329,Finnsnes,NO,69.2296,17.9811,48.81,84,0,4.41,clear sky
330,Mahon,ES,39.8885,4.2658,72.16,83,0,5.75,clear sky
331,Ullapool,GB,57.8987,-5.1604,58.95,99,100,1.3,overcast clouds
332,Fairbanks,US,64.8378,-147.7164,64.4,81,90,8.05,moderate rain
333,Channel-Port Aux Basques,CA,47.5702,-59.1367,61.81,99,100,8.01,overcast clouds
334,Samarai,PG,-10.6167,150.6667,78.96,87,88,15.73,moderate rain
335,Paamiut,GL,61.994,-49.6678,44.4,81,56,12.26,broken clouds
336,Belyy Yar,RU,53.6039,91.3903,58.89,88,75,4.47,light intensity shower rain
337,Lavrentiya,RU,65.5833,-171.0,44.17,99,100,10.27,moderate rain
338,Tripoli,LY,32.8752,13.1875,76.21,71,0,13.22,clear sky
339,Mitu,CO,1.1983,-70.1733,71.85,97,100,1.92,light rain
340,Souillac,MU,-20.5167,57.5167,67.35,94,75,17.27,moderate rain
341,Nortelandia,BR,-14.4547,-56.8028,76.05,52,15,8.43,few clouds
342,Grand-Santi,GF,4.25,-54.3833,73.72,94,51,2.86,broken clouds
343,Fayaoue,NC,-20.65,166.5333,72.41,59,11,15.97,few clouds
344,Ulverstone,AU,-41.15,146.1667,53.19,77,78,8.01,moderate rain
345,Vilhena,BR,-12.7406,-60.1458,72.27,55,49,6.6,scattered clouds
346,Mount Gambier,AU,-37.8333,140.7667,46.31,93,75,14.97,light intensity shower rain
347,Port Hedland,AU,-20.3167,118.5667,77.05,65,27,4.61,scattered clouds
