City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,Fare,-16.7,-151.0167,77.76,76,20,9.51,PF,2021-07-28 00:43:12
297,Saint Anthony,45.0205,-93.218,92.98,61,1,3.0,US,2021-07-28 00:43:13
298,Mandalgovi,45.7625,106.2708,68.52,57,42,4.34,MN,2021-07-28 00:43:13
299,Weyburn,49.6668,-103.8511,93.42,29,27,16.11,CA,2021-07-28 00:43:13
300,Varkkallai,8.7341,76.7067,78.58,89,100,5.95,IN,2021-07-28 00:43:14
301,Bandarbeyla,9.4942,50.8122,80.17,51,37,28.81,SO,2021-07-28 00:43:14
302,Masakin,35.7292,10.5808,79.0,78,0,5.75,TN,2021-07-28 00:43:14
303,Frutigen,46.5878,7.6475,64.27,90,97,3.69,CH,2021-07-28 00:43:15
304,Vaitape,-16.5167,-151.75,77.7,75,26,9.1,PF,2021-07-28 00:43:15
305,Muros,42.7762,-9.0603,64.99,82,17,8.7,ES,2021-07-28 00:43:15
306,Gushikawa,26.3544,127.8686,85.62,79,75,12.66,JP,2021-07-28 00:43:16
307,Independencia,-5.3964,-40.3086,77.88,45,7,7.02,BR,2021-07-28 00:43:16
308,Shingu,33.7333,135.9833,83.39,55,99,2.57,JP,2021-07-28 00:43:16
309,Tabou,4.423,-7.3528,76.78,74,100,7.65,CI,2021-07-28 00:43:17
310,Kargil,34.5667,76.1,64.4,50,69,0.11,IN,2021-07-28 00:40:35
311,Awjilah,29.1081,21.2869,80.04,42,0,6.93,LY,2021-07-28 00:43:17
312,Chicama,-7.8447,-79.1469,63.14,84,73,6.38,PE,2021-07-28 00:43:18
313,Noyon,49.5833,3.0,62.82,98,99,6.08,FR,2021-07-28 00:43:18
314,Havoysund,70.9963,24.6622,43.68,90,95,5.84,NO,2021-07-28 00:43:18
315,Bushehr,28.9684,50.8385,94.59,60,8,3.36,IR,2021-07-28 00:43:19
316,Indramayu,-6.3264,108.32,78.91,71,93,7.43,ID,2021-07-28 00:43:19
317,Tres Arroyos,-38.3739,-60.2798,42.28,75,95,17.27,AR,2021-07-28 00:43:19
318,Saint-Pierre,-21.3393,55.4781,67.68,79,90,8.05,RE,2021-07-28 00:38:44
319,Inta,66.0317,60.1659,41.99,95,100,6.71,RU,2021-07-28 00:43:20
320,San Cristobal,7.7669,-72.225,73.58,95,25,1.5,VE,2021-07-28 00:43:20
321,Botwood,49.1499,-55.3482,71.08,92,100,9.8,CA,2021-07-28 00:43:21
322,Kushima,31.4583,131.2333,84.24,60,0,3.74,JP,2021-07-28 00:43:21
323,Inuvik,68.3499,-133.7218,65.26,63,75,3.44,CA,2021-07-28 00:43:21
324,Praia Da Vitoria,38.7333,-27.0667,72.75,94,75,6.67,PT,2021-07-28 00:43:22
325,Limon,10.0,-83.0333,79.83,82,100,2.37,CR,2021-07-28 00:43:22
326,Chocope,-7.7914,-79.2217,63.45,84,90,8.46,PE,2021-07-28 00:43:22
327,Namatanai,-3.6667,152.4333,85.39,65,11,4.97,PG,2021-07-28 00:43:23
328,Pachino,36.7186,15.0907,75.24,56,0,6.8,IT,2021-07-28 00:43:23
329,Andover,51.2083,-1.4825,63.14,92,75,1.01,GB,2021-07-28 00:43:23
330,Lebyazhye,55.2689,66.4947,54.72,89,100,7.7,RU,2021-07-28 00:43:24
331,Wahiawa,21.5028,-158.0236,86.32,61,40,14.97,US,2021-07-28 00:40:20
332,Laon,49.5667,3.6667,60.67,96,50,6.4,FR,2021-07-28 00:43:24
333,Roma,43.2128,-75.4557,69.94,86,90,6.91,US,2021-07-28 00:43:25
334,Auki,-8.7676,160.7034,85.51,61,94,3.4,SB,2021-07-28 00:43:25
335,Sorland,67.667,12.6934,55.33,88,9,9.57,NO,2021-07-28 00:43:25
336,Farafangana,-22.8167,47.8333,64.11,88,84,6.46,MG,2021-07-28 00:43:26
337,Yairipok,24.6667,94.0667,71.87,97,89,3.33,IN,2021-07-28 00:43:26
338,Katobu,-4.9408,122.5276,82.36,73,54,5.99,ID,2021-07-28 00:43:26
339,Klaksvik,62.2266,-6.589,52.72,97,100,5.99,FO,2021-07-28 00:43:27
340,Vanimo,-2.6741,141.3028,85.3,69,11,5.48,PG,2021-07-28 00:43:27
341,Lere,10.387,8.5726,66.06,97,100,4.32,NG,2021-07-28 00:43:27
342,Lincoln,40.8,-96.667,94.12,56,1,1.99,US,2021-07-28 00:42:15
343,Yatou,37.15,122.3833,83.77,62,100,6.58,CN,2021-07-28 00:39:18
344,Talara,-4.5772,-81.2719,67.03,92,34,14.23,PE,2021-07-28 00:43:28
345,Limulunga,-15.0969,23.1376,49.28,61,3,7.2,ZM,2021-07-28 00:43:29
346,Anahuac,27.2333,-100.15,95.92,21,98,12.53,MX,2021-07-28 00:43:29
347,Colares,38.7992,-9.4469,67.68,76,0,17.0,PT,2021-07-28 00:43:29
348,Teberda,43.4456,41.7448,57.09,97,81,2.84,RU,2021-07-28 00:43:30
349,Muisne,0.6,-80.0333,75.47,85,100,6.22,EC,2021-07-28 00:43:30
350,Osypenko,46.9136,36.8253,73.83,68,16,6.11,UA,2021-07-28 00:43:30
351,Horsham,51.064,-0.3272,63.75,92,75,6.91,GB,2021-07-28 00:43:31
352,Languyan,5.2618,120.0807,82.58,86,90,10.2,PH,2021-07-28 00:43:31
353,Manitouwadge,49.1215,-85.8403,70.52,59,59,2.46,CA,2021-07-28 00:43:32
354,Zheleznodorozhnyy,55.7503,38.0042,67.35,68,41,2.48,RU,2021-07-28 00:43:32
355,Walvis Bay,-22.9575,14.5053,57.09,71,0,2.3,NA,2021-07-28 00:43:32
356,Komsomolskiy,40.4272,71.7189,81.32,41,2,4.61,UZ,2021-07-28 00:43:33
357,Fukue,32.6881,128.8419,82.76,74,20,6.91,JP,2021-07-28 00:43:33
358,Susanville,40.4163,-120.653,77.83,44,1,8.01,US,2021-07-28 00:43:34
359,Karpogory,64.0019,44.4451,39.6,94,5,3.44,RU,2021-07-28 00:43:34
360,Paamiut,61.994,-49.6678,44.49,80,25,10.16,GL,2021-07-28 00:40:50
361,Camargo,27.6667,-105.1667,92.66,15,62,14.25,MX,2021-07-28 00:43:34
362,Sistranda,63.7256,8.834,67.96,74,77,21.12,NO,2021-07-28 00:43:35
363,Chalala,21.4167,71.1667,78.87,85,100,17.87,IN,2021-07-28 00:43:35
364,Ixtapa,20.7,-105.2,82.44,86,54,3.27,MX,2021-07-28 00:43:36
365,Jutai,-5.1833,-68.9,79.68,73,100,1.12,BR,2021-07-28 00:43:36
366,Sibolga,1.7427,98.7792,78.42,86,52,2.24,ID,2021-07-28 00:43:36
367,Ushtobe,45.2514,77.9838,68.77,41,0,18.21,KZ,2021-07-28 00:43:37
368,Sobolevo,54.4299,31.8996,62.8,96,100,7.07,RU,2021-07-28 00:43:37
369,Paita,-5.0892,-81.1144,67.6,87,8,16.04,PE,2021-07-28 00:43:37
370,Marsh Harbour,26.5412,-77.0636,83.7,73,52,6.22,BS,2021-07-28 00:43:38
371,Hwange,-18.3693,26.5019,52.14,64,0,3.24,ZW,2021-07-28 00:43:38
372,Okha,53.5739,142.9478,70.9,85,100,3.13,RU,2021-07-28 00:43:38
373,Baghdad,33.3406,44.4009,94.91,21,0,13.8,IQ,2021-07-28 00:40:17
374,Noumea,-22.2763,166.4572,75.18,99,36,14.03,NC,2021-07-28 00:43:39
375,Sioux Lookout,50.1001,-91.917,79.18,44,40,0.0,CA,2021-07-28 00:43:03
376,Villarrica,-25.75,-56.4333,44.49,41,0,5.88,PY,2021-07-28 00:43:39
377,San Carlos De Bariloche,-41.1456,-71.3082,38.44,47,0,5.75,AR,2021-07-28 00:43:40
378,Sandwick,60.0,-1.25,55.22,94,90,4.61,GB,2021-07-28 00:43:40
379,Assos,37.9333,22.8333,84.16,45,0,2.62,GR,2021-07-28 00:43:40
380,Taoudenni,22.6783,-3.9836,100.29,9,98,9.33,ML,2021-07-28 00:43:41
381,Brownsville,25.9018,-97.4975,87.98,68,1,3.0,US,2021-07-28 00:43:41
382,Inongo,-1.95,18.2667,66.78,49,7,2.75,CD,2021-07-28 00:43:42
383,Hofn,64.2539,-15.2082,53.67,85,100,5.82,IS,2021-07-28 00:43:42
384,Finote Selam,10.7,37.2667,58.33,99,100,2.19,ET,2021-07-28 00:43:42
385,Salgueiro,-8.0742,-39.1192,75.16,68,100,15.14,BR,2021-07-28 00:39:26
386,Buala,-8.145,159.5921,82.76,75,81,9.26,SB,2021-07-28 00:43:43
387,Okato,-39.2,173.8833,56.43,74,29,10.0,NZ,2021-07-28 00:43:43
388,Wuxue,29.8506,115.5525,77.99,90,100,12.41,CN,2021-07-28 00:43:43
389,Anadyr,64.75,177.4833,50.5,93,75,20.0,RU,2021-07-28 00:43:44
390,Xinxiang,35.3089,113.8672,76.64,88,100,12.28,CN,2021-07-28 00:39:59
391,Funtua,11.5233,7.3081,65.8,97,92,6.58,NG,2021-07-28 00:43:45
392,Camacha,33.0833,-16.3333,69.53,68,75,13.8,PT,2021-07-28 00:43:46
393,Envira,-7.3,-70.2167,76.66,72,53,1.28,BR,2021-07-28 00:43:47
394,Bathsheba,13.2167,-59.5167,81.21,78,40,16.11,BB,2021-07-28 00:43:47
395,Airai,-8.9266,125.4092,71.62,37,91,4.76,TL,2021-07-28 00:43:48
396,Mbour,14.422,-16.9638,80.69,77,100,14.54,SN,2021-07-28 00:43:48
397,Hualmay,-11.0964,-77.6139,64.29,85,46,11.18,PE,2021-07-28 00:43:48
398,Port Blair,11.6667,92.75,82.17,85,100,19.37,IN,2021-07-28 00:43:49
399,Paso De Los Toros,-32.8167,-56.5167,39.97,70,2,13.04,UY,2021-07-28 00:43:49
400,Rafsanjan,30.4067,55.9939,78.22,18,5,6.78,IR,2021-07-28 00:43:50
401,Ostrovnoy,68.0531,39.5131,52.09,79,100,4.65,RU,2021-07-28 00:42:54
402,Shubarkuduk,49.1447,56.4872,66.78,38,100,8.7,KZ,2021-07-28 00:43:50
403,Leh,34.1667,77.5833,63.61,55,98,1.74,IN,2021-07-28 00:43:51
404,Gorontalo,0.5412,123.0595,85.37,68,23,6.82,ID,2021-07-28 00:43:51
405,Soe,-9.8607,124.284,76.48,48,53,7.56,ID,2021-07-28 00:43:51
406,East Chicago,41.6392,-87.4548,86.16,63,1,4.61,US,2021-07-28 00:43:51
407,Roald,62.5833,6.1333,68.16,94,40,0.0,NO,2021-07-28 00:43:52
408,Zhigansk,66.7697,123.3711,57.78,58,100,12.73,RU,2021-07-28 00:43:52
409,Berkovica,44.6156,18.4294,64.71,61,59,4.5,BA,2021-07-28 00:43:52
410,Marquette,46.5333,-87.6335,66.83,73,2,2.04,US,2021-07-28 00:43:53
411,Rio Grande,-32.035,-52.0986,41.95,62,5,20.4,BR,2021-07-28 00:43:53
412,Preobrazheniye,42.9019,133.9064,79.95,70,4,5.41,RU,2021-07-28 00:43:53
413,Pokhara,28.2333,83.9833,73.99,86,100,2.04,NP,2021-07-28 00:43:54
414,Dodge City,37.7528,-100.0171,94.51,49,1,11.99,US,2021-07-28 00:43:54
415,Kachug,53.9606,105.8817,71.33,53,0,2.37,RU,2021-07-28 00:43:54
416,Ndele,8.4109,20.6473,66.69,99,93,3.18,CF,2021-07-28 00:43:55
417,Abeche,13.8292,20.8324,75.43,80,100,4.97,TD,2021-07-28 00:43:55
418,Belaya Gora,68.5333,146.4167,41.5,78,100,12.06,RU,2021-07-28 00:43:56
419,Plettenberg Bay,-34.0527,23.3716,56.57,83,100,12.3,ZA,2021-07-28 00:43:56
420,Praya,14.9215,-23.5087,77.54,73,75,8.05,CV,2021-07-28 00:40:43
421,Kamareddi,18.3167,78.35,71.76,87,100,14.07,IN,2021-07-28 00:43:56
422,Puerto El Triunfo,13.2833,-88.55,86.92,95,100,11.7,SV,2021-07-28 00:43:57
423,Houston,29.7633,-95.3633,92.05,62,75,5.01,US,2021-07-28 00:39:43
424,Aklavik,68.2191,-135.0107,65.23,67,100,5.75,CA,2021-07-28 00:43:57
425,Lebu,-37.6167,-73.65,46.56,80,0,22.1,CL,2021-07-28 00:43:58
426,Centralia,46.7162,-122.9543,87.3,53,1,9.22,US,2021-07-28 00:43:58
427,Ishinomaki,38.4167,141.3,80.6,93,100,19.98,JP,2021-07-28 00:43:58
428,Tessalit,20.1986,1.0114,86.5,44,100,12.93,ML,2021-07-28 00:43:59
429,Kyren,51.6828,102.1408,68.43,76,30,2.04,RU,2021-07-28 00:43:59
430,Yar-Sale,66.8333,70.8333,49.17,67,99,11.45,RU,2021-07-28 00:43:59
431,Hambantota,6.1241,81.1185,77.34,94,100,5.75,LK,2021-07-28 00:44:00
432,Shieli,44.1667,66.75,74.08,26,0,8.19,KZ,2021-07-28 00:41:16
433,Maku,39.2911,44.4521,70.0,57,6,1.81,IR,2021-07-28 00:44:00
434,Koutiala,12.3917,-5.4642,75.61,88,100,7.02,ML,2021-07-28 00:44:00
435,Eyl,7.9803,49.8164,78.33,57,100,19.19,SO,2021-07-28 00:44:01
436,Isangel,-19.55,169.2667,78.91,57,40,9.22,VU,2021-07-28 00:44:01
437,Olafsvik,64.8945,-23.7142,51.48,87,100,13.6,IS,2021-07-28 00:44:01
438,Mazagao,-0.115,-51.2894,80.65,85,24,5.12,BR,2021-07-28 00:44:02
439,Thinadhoo,0.5333,72.9333,80.78,77,100,8.34,MV,2021-07-28 00:44:02
440,Barabash,43.2,131.4833,82.08,53,67,4.16,RU,2021-07-28 00:44:02
441,Ivdel,60.6911,60.4206,47.39,80,99,7.16,RU,2021-07-28 00:44:03
442,Kuna,43.4918,-116.4201,100.96,19,1,1.99,US,2021-07-28 00:44:03
443,Havre-Saint-Pierre,50.2334,-63.5986,59.36,94,75,3.44,CA,2021-07-28 00:44:03
444,El Carmen,8.5106,-73.4478,67.59,97,25,3.33,CO,2021-07-28 00:44:04
445,Las Palmas,28.4204,-14.0131,70.59,68,62,12.66,ES,2021-07-28 00:44:04
446,Langsa,4.4683,97.9683,77.67,89,62,2.24,ID,2021-07-28 00:44:04
447,Margate,51.3813,1.3862,63.3,85,99,3.0,GB,2021-07-28 00:43:58
448,Shihezi,44.3,86.0333,81.45,30,1,7.31,CN,2021-07-28 00:44:05
449,Belmonte,-15.8631,-38.8828,73.9,85,0,8.93,BR,2021-07-28 00:44:05
450,Jinxi,30.4323,116.2922,79.36,89,100,7.81,CN,2021-07-28 00:44:06
451,Lisburn,54.5234,-6.0353,56.01,97,75,1.14,GB,2021-07-28 00:44:06
452,Olavarria,-36.8927,-60.3225,42.12,68,100,20.62,AR,2021-07-28 00:44:06
453,Port Lincoln,-34.7333,135.8667,55.26,61,8,26.53,AU,2021-07-28 00:44:06
454,Montepuez,-13.1256,38.9997,60.67,67,6,8.79,MZ,2021-07-28 00:44:07
455,Galle,6.0367,80.217,79.47,89,98,10.92,LK,2021-07-28 00:44:07
456,Peterhead,57.5058,-1.7981,62.11,94,100,8.84,GB,2021-07-28 00:44:07
457,Fort Nelson,58.8053,-122.7002,67.59,56,40,0.0,CA,2021-07-28 00:44:08
458,Mana,5.6592,-53.7767,77.18,89,10,8.12,GF,2021-07-28 00:44:08
459,Xihe,31.6864,113.4659,81.46,82,64,16.35,CN,2021-07-28 00:44:08
460,Puerto Colombia,10.9878,-74.9547,77.09,86,100,5.61,CO,2021-07-28 00:44:09
461,Lazo,43.3817,133.9014,87.58,58,6,2.86,RU,2021-07-28 00:44:09
462,Spartanburg,34.9496,-81.9321,84.31,74,1,0.0,US,2021-07-28 00:44:09
463,Jiwani,25.05,61.7417,82.33,88,100,9.64,PK,2021-07-28 00:44:10
464,Lapeer,43.0514,-83.3188,81.95,57,40,0.0,US,2021-07-28 00:42:21
465,Dakar,14.6937,-17.4441,80.73,74,75,9.22,SN,2021-07-28 00:43:22
466,Lima,-12.0432,-77.0282,65.89,84,90,10.36,PE,2021-07-28 00:42:46
467,Tocopilla,-22.092,-70.1979,60.89,64,75,7.81,CL,2021-07-28 00:44:10
468,Terney,45.0503,136.6092,78.57,65,71,4.23,RU,2021-07-28 00:44:11
469,Kamenka,51.3223,42.7678,61.3,80,6,3.6,RU,2021-07-28 00:44:11
470,Ust-Maya,60.4167,134.5333,73.8,44,9,5.77,RU,2021-07-28 00:44:12
471,Talnakh,69.4865,88.3972,63.61,85,87,3.2,RU,2021-07-28 00:44:12
472,Kazanskaya,45.4106,40.4361,57.67,85,2,6.26,RU,2021-07-28 00:44:12
473,Kailua,21.4022,-157.7394,89.58,67,75,17.27,US,2021-07-28 00:44:13
474,Chaman,30.9236,66.4512,82.92,31,100,6.15,PK,2021-07-28 00:44:13
475,Przeworsk,50.0591,22.4941,67.35,88,55,3.65,PL,2021-07-28 00:44:13
476,Yenagoa,4.9247,6.2642,72.59,88,77,3.65,NG,2021-07-28 00:44:14
477,Yerbogachen,61.2767,108.0108,79.07,47,3,8.34,RU,2021-07-28 00:44:14
478,Porto Novo,6.4965,2.6036,76.82,82,100,8.16,BJ,2021-07-28 00:44:14
479,Mayor Pablo Lagerenza,-19.9309,-60.7718,59.41,34,100,5.57,PY,2021-07-28 00:44:15
480,Warrnambool,-38.3833,142.4833,54.81,80,100,23.51,AU,2021-07-28 00:44:15
481,Wisconsin Rapids,44.3836,-89.8174,82.98,65,90,6.91,US,2021-07-28 00:44:15
482,Villa Maria,-32.4075,-63.2402,44.94,37,100,11.79,AR,2021-07-28 00:44:16
483,Matara,5.9485,80.5353,78.21,91,95,9.57,LK,2021-07-28 00:44:16
484,Port Macquarie,-31.4333,152.9167,68.9,38,0,9.89,AU,2021-07-28 00:44:16
485,Matamoros,25.5333,-103.25,95.11,26,40,11.5,MX,2021-07-28 00:43:13
486,Narrabri,-30.3167,149.7833,67.51,48,5,21.85,AU,2021-07-28 00:44:17
487,Lorengau,-2.0226,147.2712,83.71,75,4,6.17,PG,2021-07-28 00:44:17
488,Sabaudia,41.3003,13.0282,80.69,62,17,1.83,IT,2021-07-28 00:44:17
489,Khorramabad,33.4878,48.3558,80.24,22,0,5.03,IR,2021-07-28 00:44:18
490,San Policarpo,12.1791,125.5072,87.03,63,99,10.83,PH,2021-07-28 00:44:18
491,Visby,57.6409,18.296,62.85,100,87,5.75,SE,2021-07-28 00:42:36
492,Idritsa,56.3316,28.8988,62.35,97,100,6.69,RU,2021-07-28 00:44:18
493,Imbituba,-28.24,-48.6703,55.29,72,33,17.2,BR,2021-07-28 00:41:00
494,Natalio,-26.7167,-55.0833,38.84,59,0,2.73,PY,2021-07-28 00:44:19
495,Henties Bay,-22.116,14.2845,56.86,84,0,2.91,NA,2021-07-28 00:44:19
496,Abnub,27.2696,31.1511,80.82,38,0,13.71,EG,2021-07-28 00:44:20
497,Shahrud,36.4182,54.9763,73.76,46,0,5.5,IR,2021-07-28 00:44:20
498,Adoni,15.6333,77.2833,74.71,76,100,16.44,IN,2021-07-28 00:44:20
499,Hasaki,35.7333,140.8333,84.49,80,100,20.27,JP,2021-07-28 00:44:20
500,Manggar,-2.8833,108.2667,81.55,77,100,12.35,ID,2021-07-28 00:44:21
501,Lahaina,20.8783,-156.6825,87.8,86,100,11.72,US,2021-07-28 00:44:21
502,Carrickfergus,54.7158,-5.8058,56.53,96,75,1.14,GB,2021-07-28 00:40:18
503,Taraclia,45.9,28.6689,74.1,51,0,5.93,MD,2021-07-28 00:44:22
504,Pacific Grove,36.6177,-121.9166,89.82,82,20,4.0,US,2021-07-28 00:43:21
505,Solbjerg,56.0427,10.0863,60.42,92,98,4.52,DK,2021-07-28 00:44:22
506,Nabire,-3.3667,135.4833,86.09,65,84,0.74,ID,2021-07-28 00:44:22
507,Juegang,32.3174,121.1855,77.34,95,100,23.06,CN,2021-07-28 00:44:23
508,Ossora,59.2353,163.0719,62.31,66,100,5.46,RU,2021-07-28 00:44:23
509,Kerema,-7.9631,145.7785,81.88,78,94,9.26,PG,2021-07-28 00:44:23
510,Krasnoye,49.9145,24.6134,63.75,89,37,3.44,UA,2021-07-28 00:44:24
511,Leningradskiy,69.3833,178.4167,33.93,97,100,9.66,RU,2021-07-28 00:44:24
512,Grindavik,63.8424,-22.4338,51.75,93,0,13.8,IS,2021-07-28 00:44:24
513,Riverton,40.5219,-111.9391,90.64,42,1,14.97,US,2021-07-28 00:44:25
514,Tsaratanana,-16.7833,47.65,64.74,71,91,8.12,MG,2021-07-28 00:44:25
515,Sao Domingos,-13.3983,-46.3183,68.76,40,6,2.91,BR,2021-07-28 00:44:26
516,Isiro,2.7739,27.616,64.67,99,75,0.89,CD,2021-07-28 00:44:26
517,Kenai,60.5544,-151.2583,70.03,71,1,19.57,US,2021-07-28 00:41:39
518,Gazanjyk,39.2446,55.5154,86.52,20,2,8.03,TM,2021-07-28 00:44:26
519,Monrovia,6.3005,-10.7969,76.68,78,100,10.25,LR,2021-07-28 00:39:47
520,Puerto Baquerizo Moreno,-0.9,-89.6,71.6,82,0,12.68,EC,2021-07-28 00:44:27
521,Altamira,-3.2033,-52.2064,75.09,57,3,1.52,BR,2021-07-28 00:44:27
522,Caloundra,-26.8,153.1333,75.36,59,31,5.99,AU,2021-07-28 00:44:28
523,Verkhnyaya Inta,65.9811,60.3094,41.29,94,100,8.16,RU,2021-07-28 00:44:28
524,Guiratinga,-16.3494,-53.7583,72.77,58,53,7.83,BR,2021-07-28 00:44:28
525,Aksarka,66.5606,67.7975,46.02,95,100,12.95,RU,2021-07-28 00:44:29
526,Flin Flon,54.7682,-101.865,73.0,52,0,5.64,CA,2021-07-28 00:44:29
527,Dharchula,29.85,80.5333,74.77,98,89,1.97,IN,2021-07-28 00:44:29
528,Abu Kamal,34.4506,40.9171,87.26,30,0,19.57,SY,2021-07-28 00:44:30
529,Bardiyah,31.7561,25.0865,77.63,67,0,6.76,LY,2021-07-28 00:44:30
530,Hohhot,40.8106,111.6522,70.09,64,40,6.71,CN,2021-07-28 00:44:30
531,Huangnihe,43.5583,128.0239,84.18,59,0,2.39,CN,2021-07-28 00:44:31
532,Bavly,54.393,53.2602,50.47,85,6,4.97,RU,2021-07-28 00:44:31
533,Cap Malheureux,-19.9842,57.6142,67.46,90,100,5.01,MU,2021-07-28 00:44:31
534,Viking,53.1001,-111.7684,75.33,32,0,10.29,CA,2021-07-28 00:44:07
535,Emerald,-23.5333,148.1667,69.35,64,0,10.36,AU,2021-07-28 00:44:32
536,Hinton,53.4001,-117.5857,83.1,39,73,7.38,CA,2021-07-28 00:44:32
537,Comodoro Rivadavia,-45.8667,-67.5,37.26,75,0,3.44,AR,2021-07-28 00:44:33
538,Bugembe,0.4797,33.2344,69.62,62,99,4.63,UG,2021-07-28 00:44:33
539,Ayan,56.45,138.1667,69.1,71,9,7.27,RU,2021-07-28 00:44:33
540,Teya,60.3778,92.6267,57.94,87,100,6.64,RU,2021-07-28 00:44:34
541,Ponta Delgada,37.7333,-25.6667,68.72,83,20,11.5,PT,2021-07-28 00:43:54
542,Tarbes,43.25,0.1667,61.88,94,90,2.3,FR,2021-07-28 00:44:34
543,Loxstedt,53.4667,8.65,63.95,85,100,9.06,DE,2021-07-28 00:44:34
544,Strezhevoy,60.7333,77.5889,57.18,83,10,6.29,RU,2021-07-28 00:44:35
545,Wajir,1.7471,40.0573,72.27,71,100,17.78,KE,2021-07-28 00:44:35
546,Zhuhai,22.2769,113.5678,91.71,79,20,5.75,CN,2021-07-28 00:44:35
547,Alice Springs,-23.7,133.8833,72.95,27,0,10.36,AU,2021-07-28 00:44:36
548,Lazaro Cardenas,17.9583,-102.2,82.74,80,100,3.06,MX,2021-07-28 00:44:36
549,Sur,22.5667,59.5289,96.85,40,100,25.7,OM,2021-07-28 00:44:36
550,Monduli,-3.3,36.45,52.45,78,6,6.49,TZ,2021-07-28 00:44:37
551,Zhanaozen,43.3,52.8,72.93,37,100,19.93,KZ,2021-07-28 00:44:37
552,Staraya Stanitsa,48.35,40.2833,67.62,65,0,5.55,RU,2021-07-28 00:44:37
553,Alberdi,-32.8899,-60.6906,46.04,51,0,1.99,AR,2021-07-28 00:44:38
554,Kokopo,-4.352,152.2633,82.31,70,95,4.18,PG,2021-07-28 00:44:38
555,Lefka,35.1106,32.8506,82.35,48,0,5.37,CY,2021-07-28 00:44:38
556,Beberibe,-4.1797,-38.1306,80.64,87,8,8.68,BR,2021-07-28 00:44:39
557,Iseyin,7.9667,3.6,69.08,91,100,4.05,NG,2021-07-28 00:44:39
558,Petropavl,54.8753,69.1628,57.69,78,94,8.66,KZ,2021-07-28 00:44:39
559,Tateyama,34.9833,139.8667,86.99,81,100,20.87,JP,2021-07-28 00:44:40
560,Santa Cruz,-17.8,-63.1667,62.06,36,90,16.11,BO,2021-07-28 00:41:40
561,Tarabuco,-19.1667,-64.9167,37.09,81,90,3.71,BO,2021-07-28 00:44:40
562,Kaka,37.3482,59.6143,81.59,21,0,4.56,TM,2021-07-28 00:44:40
